@relation data

@attribute timestamp String
@attribute speed String
@attribute status String
@attribute place String
@attribute day_of_the_week String

@data
'late_night', '0-5', 'Sleeping', 'Home', 'Thursday'
'late_night', '0-5', 'Wake Up', 'Home', 'Thursday'
'late_night', '5-15', 'Still', 'Home', 'Thursday'
'late_night', '0-5', 'Sleeping', 'Home', 'Thursday'
'forenoon', '0-5', 'Wake Up', 'undefined', 'Friday'
'forenoon', '0-5', 'Still', 'undefined', 'Friday'
'forenoon', '50-120', 'Still', 'undefined', 'Friday'
'forenoon', '0-5', 'Still', 'Home', 'Friday'
'forenoon', '0-5', 'Still', 'undefined', 'Friday'
'forenoon', '0-5', 'Bicycle', 'Home', 'Friday'
'forenoon', '5-15', 'Bicycle', 'undefined', 'Friday'
'forenoon', '15-50', 'Bicycle', 'undefined', 'Friday'
'forenoon', '5-15', 'Bicycle', 'undefined', 'Friday'
'forenoon', '15-50', 'Walking', 'undefined', 'Friday'
'forenoon', '5-15', 'Walking', 'undefined', 'Friday'
'forenoon', '5-15', 'Walking', 'undefined', 'Friday'
'forenoon', '0-5', 'Walking', 'undefined', 'Friday'
'forenoon', '0-5', 'Still', 'undefined', 'Friday'
'forenoon', '15-50', 'Still', 'undefined', 'Friday'
'forenoon', '0-5', 'Vehicle', 'undefined', 'Friday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Friday'
'forenoon', '0-5', 'Vehicle', 'undefined', 'Friday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Friday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'forenoon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'forenoon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Friday'
'forenoon', '0-5', 'Still', 'undefined', 'Friday'
'forenoon', '0-5', 'Still', 'undefined', 'Friday'
'forenoon', '0-5', 'Still', 'undefined', 'Friday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Friday'
'forenoon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'forenoon', '0-5', 'Still', 'undefined', 'Friday'
'forenoon', '0-5', 'Still', 'undefined', 'Friday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Friday'
'forenoon', '0-5', 'Still', 'undefined', 'Friday'
'forenoon', '120<=x', 'Still', 'undefined', 'Friday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Friday'
'forenoon', '5-15', 'Vehicle', 'undefined', 'Friday'
'forenoon', '0-5', 'Still', 'undefined', 'Friday'
'forenoon', '5-15', 'Still', 'undefined', 'Friday'
'forenoon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'forenoon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'forenoon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'forenoon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'forenoon', '50-120', 'Still', 'undefined', 'Friday'
'forenoon', '15-50', 'Still', 'undefined', 'Friday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Friday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Friday'
'forenoon', '5-15', 'Walking', 'undefined', 'Friday'
'forenoon', '0-5', 'Walking', 'undefined', 'Friday'
'forenoon', '0-5', 'Walking', 'undefined', 'Friday'
'forenoon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '15-50', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '15-50', 'Vehicle', 'undefined', 'Friday'
'noon', '5-15', 'Vehicle', 'undefined', 'Friday'
'noon', '15-50', 'Vehicle', 'undefined', 'Friday'
'noon', '15-50', 'Vehicle', 'undefined', 'Friday'
'noon', '5-15', 'Vehicle', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '15-50', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Running', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '5-15', 'Vehicle', 'undefined', 'Friday'
'noon', '15-50', 'Vehicle', 'undefined', 'Friday'
'noon', '15-50', 'Vehicle', 'undefined', 'Friday'
'noon', '5-15', 'Vehicle', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '15-50', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '5-15', 'Vehicle', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'noon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Still', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'noon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'noon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'noon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '15-50', 'Vehicle', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '5-15', 'Vehicle', 'undefined', 'Friday'
'noon', '0-5', 'Vehicle', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '0-5', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'noon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'noon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '15-50', 'Vehicle', 'undefined', 'Friday'
'noon', '15-50', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '50-120', 'Vehicle', 'undefined', 'Friday'
'noon', '15-50', 'Vehicle', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '15-50', 'Walking', 'undefined', 'Friday'
'noon', '50-120', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '5-15', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Walking', 'undefined', 'Friday'
'noon', '0-5', 'Still', 'undefined', 'Friday'
'afternoon', '0-5', 'Still', 'undefined', 'Friday'
'afternoon', '0-5', 'Still', 'undefined', 'Friday'
'afternoon', '5-15', 'Still', 'undefined', 'Friday'
'afternoon', '0-5', 'Walking', 'undefined', 'Friday'
'afternoon', '0-5', 'Still', 'undefined', 'Friday'
'afternoon', '0-5', 'Still', 'undefined', 'Friday'
'afternoon', '0-5', 'Walking', 'undefined', 'Friday'
'afternoon', '0-5', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '5-15', 'Walking', 'undefined', 'Friday'
'afternoon', '0-5', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '5-15', 'Walking', 'undefined', 'Friday'
'afternoon', '0-5', 'Walking', 'undefined', 'Friday'
'afternoon', '5-15', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '5-15', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '0-5', 'Walking', 'undefined', 'Friday'
'afternoon', '5-15', 'Walking', 'undefined', 'Friday'
'afternoon', '5-15', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '50-120', 'Walking', 'undefined', 'Friday'
'afternoon', '0-5', 'Walking', 'undefined', 'Friday'
'afternoon', '0-5', 'Walking', 'undefined', 'Friday'
'afternoon', '0-5', 'Walking', 'undefined', 'Friday'
'afternoon', '5-15', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '0-5', 'Walking', 'undefined', 'Friday'
'afternoon', '0-5', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '50-120', 'Walking', 'undefined', 'Friday'
'afternoon', '120<=x', 'Walking', 'undefined', 'Friday'
'afternoon', '5-15', 'Still', 'undefined', 'Friday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'afternoon', '5-15', 'Vehicle', 'undefined', 'Friday'
'afternoon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'afternoon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'afternoon', '5-15', 'Running', 'undefined', 'Friday'
'afternoon', '0-5', 'Running', 'undefined', 'Friday'
'afternoon', '0-5', 'Walking', 'undefined', 'Friday'
'afternoon', '5-15', 'Walking', 'undefined', 'Friday'
'afternoon', '15-50', 'Walking', 'undefined', 'Friday'
'afternoon', '0-5', 'Still', 'undefined', 'Friday'
'afternoon', '120<=x', 'Vehicle', 'undefined', 'Friday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Friday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'afternoon', '0-5', 'Vehicle', 'undefined', 'Friday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Friday'
'afternoon', '50-120', 'Still', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '120<=x', 'Vehicle', 'undefined', 'Friday'
'night', '120<=x', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '0-5', 'Vehicle', 'undefined', 'Friday'
'night', '0-5', 'Still', 'undefined', 'Friday'
'night', '0-5', 'Still', 'undefined', 'Friday'
'night', '5-15', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '5-15', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '120<=x', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '120<=x', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '0-5', 'Still', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '120<=x', 'Vehicle', 'undefined', 'Friday'
'night', '0-5', 'Still', 'undefined', 'Friday'
'night', '0-5', 'Vehicle', 'undefined', 'Friday'
'night', '15-50', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '15-50', 'Vehicle', 'undefined', 'Friday'
'night', '0-5', 'Still', 'undefined', 'Friday'
'night', '15-50', 'Vehicle', 'undefined', 'Friday'
'night', '120<=x', 'Vehicle', 'undefined', 'Friday'
'night', '15-50', 'Vehicle', 'undefined', 'Friday'
'night', '15-50', 'Vehicle', 'undefined', 'Friday'
'night', '5-15', 'Vehicle', 'undefined', 'Friday'
'night', '15-50', 'Vehicle', 'undefined', 'Friday'
'night', '15-50', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '50-120', 'Vehicle', 'undefined', 'Friday'
'night', '5-15', 'Bicycle', 'undefined', 'Friday'
'night', '15-50', 'Bicycle', 'undefined', 'Friday'
'night', '5-15', 'Bicycle', 'undefined', 'Friday'
'night', '5-15', 'Bicycle', 'Home', 'Friday'
'night', '5-15', 'Bicycle', 'Home', 'Friday'
'night', '5-15', 'Bicycle', 'Home', 'Friday'
'night', '0-5', 'Bicycle', 'Home', 'Friday'
'night', '5-15', 'Bicycle', 'Home', 'Friday'
'night', '0-5', 'Still', 'Home', 'Friday'
'night', '0-5', 'Still', 'Home', 'Friday'
'night', '0-5', 'Still', 'Home', 'Friday'
'night', '0-5', 'Still', 'Home', 'Friday'
'night', '0-5', 'Still', 'Home', 'Friday'
'late_night', '0-5', 'Still', 'Home', 'Friday'
'late_night', '0-5', 'Still', 'Home', 'Friday'
'late_night', '0-5', 'Still', 'undefined', 'Friday'
'late_night', '0-5', 'Still', 'undefined', 'Friday'
'late_night', '0-5', 'Sleeping', 'Home', 'Saterday'
'forenoon', '0-5', 'Wake Up', 'undefined', 'Saterday'
'forenoon', '0-5', 'Wake Up', 'undefined', 'Saterday'
'forenoon', '0-5', 'Still', 'Home', 'Saterday'
'forenoon', '0-5', 'Still', 'Home', 'Saterday'
'forenoon', '0-5', 'Still', 'Home', 'Saterday'
'forenoon', '5-15', 'Still', 'undefined', 'Saterday'
'forenoon', '5-15', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '120<=x', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '5-15', 'Vehicle', 'undefined', 'Saterday'
'forenoon', '0-5', 'Still', 'undefined', 'Saterday'
'forenoon', '15-50', 'Walking', 'undefined', 'Saterday'
'forenoon', '15-50', 'Walking', 'undefined', 'Saterday'
'forenoon', '5-15', 'Walking', 'undefined', 'Saterday'
'forenoon', '0-5', 'Walking', 'undefined', 'Saterday'
'forenoon', '0-5', 'Still', 'undefined', 'Saterday'
'noon', '0-5', 'Still', 'undefined', 'Saterday'
'afternoon', '0-5', 'Walking', 'undefined', 'Saterday'
'afternoon', '15-50', 'Walking', 'undefined', 'Saterday'
'afternoon', '50-120', 'Walking', 'undefined', 'Saterday'
'afternoon', '50-120', 'Walking', 'undefined', 'Saterday'
'afternoon', '15-50', 'Walking', 'undefined', 'Saterday'
'afternoon', '0-5', 'Walking', 'undefined', 'Saterday'
'afternoon', '50-120', 'Walking', 'undefined', 'Saterday'
'afternoon', '50-120', 'Walking', 'undefined', 'Saterday'
'afternoon', '50-120', 'Walking', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '120<=x', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '120<=x', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '120<=x', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '5-15', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '5-15', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '0-5', 'Still', 'undefined', 'Saterday'
'afternoon', '0-5', 'Still', 'undefined', 'Saterday'
'afternoon', '0-5', 'Still', 'undefined', 'Saterday'
'afternoon', '0-5', 'Still', 'undefined', 'Saterday'
'afternoon', '0-5', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '120<=x', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '120<=x', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '120<=x', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '5-15', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '5-15', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '15-50', 'Vehicle', 'undefined', 'Saterday'
'afternoon', '50-120', 'Vehicle', 'undefined', 'Saterday'
'night', '15-50', 'Vehicle', 'undefined', 'Saterday'
'night', '5-15', 'Vehicle', 'undefined', 'Saterday'
'night', '0-5', 'Still', 'undefined', 'Saterday'
'night', '0-5', 'Still', 'undefined', 'Saterday'
'night', '0-5', 'Walking', 'undefined', 'Saterday'
'night', '0-5', 'Running', 'undefined', 'Saterday'
'night', '0-5', 'Walking', 'undefined', 'Saterday'
'night', '15-50', 'Walking', 'undefined', 'Saterday'
'night', '15-50', 'Walking', 'undefined', 'Saterday'
'night', '0-5', 'Walking', 'undefined', 'Saterday'
'night', '15-50', 'Walking', 'undefined', 'Saterday'
'night', '0-5', 'Walking', 'undefined', 'Saterday'
'night', '5-15', 'Walking', 'undefined', 'Saterday'
'night', '0-5', 'Walking', 'undefined', 'Saterday'
'night', '5-15', 'Walking', 'undefined', 'Saterday'
'night', '5-15', 'Walking', 'undefined', 'Saterday'
'night', '5-15', 'Walking', 'undefined', 'Saterday'
'night', '5-15', 'Walking', 'undefined', 'Saterday'
'night', '15-50', 'Walking', 'undefined', 'Saterday'
'night', '0-5', 'Still', 'undefined', 'Saterday'
'night', '0-5', 'Still', 'undefined', 'Saterday'
'night', '0-5', 'Still', 'undefined', 'Saterday'
'night', '0-5', 'Walking', 'undefined', 'Saterday'
'night', '5-15', 'Walking', 'undefined', 'Saterday'
'night', '0-5', 'Walking', 'undefined', 'Saterday'
'night', '5-15', 'Walking', 'undefined', 'Saterday'
'night', '5-15', 'Walking', 'undefined', 'Saterday'
'night', '5-15', 'Walking', 'undefined', 'Saterday'
'night', '15-50', 'Walking', 'undefined', 'Saterday'
'night', '15-50', 'Walking', 'undefined', 'Saterday'
'night', '5-15', 'Walking', 'undefined', 'Saterday'
'night', '15-50', 'Walking', 'undefined', 'Saterday'
'night', '15-50', 'Walking', 'undefined', 'Saterday'
'night', '15-50', 'Walking', 'undefined', 'Saterday'
'night', '0-5', 'Walking', 'undefined', 'Saterday'
'night', '0-5', 'Still', 'undefined', 'Saterday'
'night', '0-5', 'Walking', 'undefined', 'Saterday'
'night', '15-50', 'Walking', 'undefined', 'Saterday'
'night', '15-50', 'Still', 'undefined', 'Saterday'
'night', '0-5', 'Walking', 'undefined', 'Saterday'
'night', '5-15', 'Walking', 'undefined', 'Saterday'
'night', '15-50', 'Walking', 'undefined', 'Saterday'
'night', '0-5', 'Still', 'undefined', 'Saterday'
'night', '0-5', 'Still', 'undefined', 'Saterday'
'night', '0-5', 'Still', 'undefined', 'Saterday'
'night', '0-5', 'Still', 'undefined', 'Saterday'
'late_night', '0-5', 'Still', 'undefined', 'Saterday'
'late_night', '0-5', 'Walking', 'undefined', 'Saterday'
'late_night', '15-50', 'Walking', 'undefined', 'Saterday'
'late_night', '5-15', 'Walking', 'undefined', 'Saterday'
'late_night', '15-50', 'Walking', 'undefined', 'Saterday'
'late_night', '15-50', 'Walking', 'undefined', 'Saterday'
'late_night', '5-15', 'Walking', 'undefined', 'Saterday'
'late_night', '15-50', 'Walking', 'undefined', 'Saterday'
'late_night', '15-50', 'Walking', 'undefined', 'Saterday'
'late_night', '5-15', 'Walking', 'undefined', 'Saterday'
