50.9218756,4.0668239
50.9218216,4.0667193
50.9226155,4.0660394
50.9218073,4.0666917
50.9218277,4.0667129
50.9217937,4.0667592
50.9218047,4.0667346
50.9218287,4.0666803
50.9217024,4.06675
50.9218263,4.0666588
50.9218869,4.0668545
50.9218742,4.0668343
50.9218717,4.0668597
50.9218645,4.0668507
50.9218645,4.0668479
50.9218596,4.0668493
50.9217929,4.0667368
50.9218203,4.0668752
50.9218113,4.0667476
50.9218314,4.066881
50.9218632,4.066906
50.921956,4.0667721
50.921869,4.0668125
50.9218546,4.0667297
50.921821,4.0667589
50.9218521,4.066798
50.9218524,4.0667969
50.9234535,4.0322338
50.9234415,4.0322325
50.9364149,4.042979
50.9217958,4.0666214
50.9218061,4.0667071
50.9217676,4.0666879
50.9217856,4.0667526
50.9218524,4.0667975
50.9218376,4.0666694
50.9218525,4.0667978
50.9218538,4.0667279
50.9218318,4.0666829
50.9218131,4.0666931
50.9218392,4.0666863
50.9218383,4.0668932
50.9226155,4.0660394
50.9218253,4.0667544
50.9229519,4.0661815
50.9218156,4.0666794
50.9218175,4.0667672
50.9218525,4.0667981
50.9218153,4.0667467
50.9218323,4.0667428
50.9218661,4.0667251
50.9218007,4.0667688
50.9226155,4.0660394
50.9226155,4.0660394
50.9226155,4.0660394
50.9226155,4.0660394
50.921809,4.0667194
50.9218742,4.0668238
50.9218293,4.0667188
50.9330374,4.0555415
51.0556707,3.910811
51.0292152,3.8515991
51.036568,3.9119985
50.9344039,4.054689
50.921833,4.0666633
50.9217863,4.0667072
50.9218052,4.0666665
50.9218348,4.0666943
50.9218351,4.0666607
50.9227286,4.0661656
50.9217946,4.0667411
50.9226155,4.0660394
50.9219012,4.0666982
50.9224774,4.0666006
50.9226155,4.0660394
50.921829,4.0667251
50.9215025,4.0671668
50.9218059,4.0667357
50.9218597,4.0667702
50.921853,4.0668491
50.9217959,4.0667247
50.9218609,4.0668766
50.921867,4.0668832
50.921876,4.0668926
50.9218409,4.0666835
50.9218734,4.0667477
50.9218341,4.066657
50.9218649,4.0666997
50.9218157,4.0667295
50.921821,4.0667363
50.9218302,4.0667175
50.9218163,4.0667433
50.9221423,4.0663944
50.9218521,4.0667973
50.9217815,4.066721
